8,54,2
9,99,5
9,79,3
9,36,0
14,98,3
14,118,3
14,27,3
42,116,1
42,116,3
42,29,5
138,57,1
138,62,5
138,62,0
114,49,4
114,0,5
114,75,2
34,33,5
34,0,4
34,118,0
24,81,2
24,9,3
24,17,2
97,98,0
97,84,1
97,16,4
104,9,2
104,90,5
104,18,1
29,18,5
29,123,3
29,1,0
82,25,5
82,128,0
82,122,0
77,66,5
77,113,4
77,31,0
20,34,5
20,40,1
20,14,3
20,5,1
20,24,1
20,10,1
22,71,2
22,111,2
22,23,0
102,91,0
102,88,2
102,22,4
36,57,1
36,14,1
36,84,5
65,116,0
65,56,1
65,47,2
71,18,2
71,101,3
71,108,1
83,46,5
83,23,1
83,50,5
18,6,4
18,7,1
18,110,2
75,87,0
75,100,0
75,128,4
140,32,5
140,71,2
140,120,0
149,89,1
149,42,3
149,56,3
144,104,4
144,51,5
144,98,4
91,14,5
91,114,1
91,69,1
124,9,3
124,87,5
124,31,2
89,67,0
89,85,5
89,29,2
17,17,5
17,119,2
17,48,2
68,71,4
68,103,0
68,120,5
101,84,3
101,121,5
101,99,2
27,95,5
27,108,1
27,3,4
99,48,3
99,125,1
99,130,5
19,33,4
19,125,0
19,26,2
111,59,5
111,127,1
111,27,3
140,62,1
140,44,2
140,30,3
75,105,5
75,45,5
75,109,5
45,52,0
45,63,5
45,131,1
138,30,4
138,109,2
138,111,3
141,67,2
141,19,0
141,4,4
112,56,0
112,84,0
112,65,2
148,80,5
148,127,5
148,130,1
74,80,5
74,44,0
74,83,3
67,82,3
67,52,0
67,22,5
44,38,1
44,95,5
44,122,2
53,25,5
53,2,3
53,126,0
135,66,5
135,31,5
135,85,4
24,129,5
24,36,1
24,37,3
57,73,0
57,26,4
57,66,4
36,61,4
36,60,0
36,29,2
48,55,1
48,9,3
48,111,5
147,56,2
147,99,4
147,73,4
58,98,5
58,95,2
58,123,2
65,61,0
65,62,1
65,75,2
97,3,1
97,124,4
97,49,0
0,90,1
0,124,4
0,90,1
137,43,0
137,27,0
137,30,3
112,28,3
112,32,4
112,41,3
119,59,3
119,107,5
119,60,3
107,44,5
107,18,0
107,77,3
56,92,0
56,114,1
56,118,1
63,118,0
63,23,3
63,38,0
92,42,2
92,73,1
92,68,1
146,32,0
146,93,4
146,112,1
22,114,5
22,49,0
22,72,4
79,9,3
79,20,5
79,114,2
147,92,3
147,107,0
147,6,2
70,87,0
70,67,3
70,67,2
85,4,1
85,124,1
85,46,1
78,20,0
78,35,5
78,34,1
95,131,4
95,92,0
95,74,5
54,73,5
54,130,5
54,128,3
127,116,3
127,95,0
127,23,3
66,123,4
66,74,0
66,14,1
84,9,5
84,2,2
84,35,5
27,24,2
27,49,5
27,27,0
1,14,2
1,72,2
1,3,2
132,49,4
132,83,3
132,80,5
46,86,5
46,117,0
46,109,5
149,74,0
149,23,2
149,84,0
41,62,2
41,112,4
41,116,4
36,19,4
36,50,3
36,19,1
69,110,0
69,0,3
69,27,5
145,39,5
145,72,5
145,48,5
72,112,5
72,12,3
72,83,4
35,7,3
35,123,2
35,46,3
103,80,2
103,30,0
103,23,3
15,120,2
15,38,2
15,100,2
88,42,2
88,86,0
88,62,0
62,38,2
62,86,4
62,35,3
63,19,1
63,19,2
63,97,2
138,5,3
138,100,1
138,55,2
96,81,2
96,5,5
96,45,2
108,58,4
108,117,4
108,22,5
91,82,1
91,10,5
91,103,2
28,85,3
28,114,0
28,109,2
124,105,1
124,48,3
124,4,1
12,79,1
12,20,0
12,14,2
148,7,2
148,108,4
148,68,5
147,8,5
147,114,2
147,40,0
34,37,3
34,58,4
34,3,0
67,92,3
67,15,5
67,74,3
129,96,5
129,72,5
129,8,1
106,84,2
106,66,3
106,65,5
6,62,0
6,36,2
6,70,3
123,40,5
123,128,3
123,23,5
16,125,5
16,124,3
16,20,5
91,64,2
91,104,5
91,47,2
65,28,1
65,61,0
65,76,1
109,2,4
109,82,4
109,24,5
14,2,2
14,16,3
14,75,0
103,26,1
103,82,5
103,38,0
125,0,0
125,49,4
125,95,4
78,129,1
78,92,1
78,100,1
114,73,0
114,57,4
114,28,3
102,78,5
102,48,3
102,113,5
46,26,4
46,34,0
46,81,4
56,47,5
56,118,1
56,83,0
111,130,4
111,63,5
111,5,1
77,48,4
77,78,4
77,109,0
135,33,2
135,122,0
135,14,1
11,26,1
11,21,2
11,25,2
23,81,5
23,88,3
23,105,3
141,12,4
141,15,5
141,31,1
98,65,3
98,130,4
98,75,2
31,61,3
31,39,1
31,53,5
89,84,3
89,49,0
89,127,1
11,70,1
11,72,2
11,88,2
142,60,5
142,48,4
142,37,2
37,8,3
37,23,1
37,82,1
58,112,1
58,65,1
58,113,2
109,72,2
109,90,0
109,61,0
23,14,0
23,84,1
23,59,5
143,36,4
143,49,1
143,94,3
106,21,5
106,40,4
106,60,3
123,83,3
123,62,1
123,90,1
18,49,2
18,11,2
18,112,5
80,89,0
80,6,0
80,52,0
128,87,3
128,30,1
128,3,0
4,13,5
4,101,1
4,102,3
45,71,5
45,107,1
45,73,0
50,124,5
50,61,0
50,61,2
24,3,1
24,45,4
24,105,3
123,41,5
123,70,3
123,35,0
54,64,5
54,113,5
54,9,3
61,93,4
61,49,0
61,122,2
12,114,4
12,78,0
12,131,5
101,2,4
101,104,2
101,105,4
98,119,3
98,15,3
98,102,5
74,40,4
74,50,4
74,85,4
150,8,4
150,1,2
150,77,2
141,95,1
141,51,5
141,74,4
33,95,5
33,48,4
33,76,5
85,83,5
85,14,1
85,125,4
44,10,5
44,77,4
44,95,3
141,110,0
141,96,2
141,18,2
33,79,1
33,54,3
33,48,1
3,31,5
3,129,3
3,121,4
143,41,5
143,43,1
143,86,3
82,123,0
82,35,1
82,50,5
28,48,4
28,96,4
28,88,5
38,16,2
38,84,1
38,49,5
119,53,2
119,2,5
119,7,2
0,99,3
0,127,3
0,96,5
91,19,0
91,117,5
91,84,4
129,65,0
129,18,2
129,43,0
102,122,1
102,52,3
102,131,1
97,130,3
97,89,1
97,105,1
28,89,4
28,23,4
28,4,5
139,116,3
139,10,0
139,27,4
113,35,4
113,33,4
113,45,0
106,13,3
106,113,3
106,86,4
101,39,4
101,112,5
101,97,2
88,33,5
88,125,3
88,8,5
0,78,2
0,95,2
0,13,3
5,51,4
5,121,5
5,81,5
73,65,5
73,94,5
73,10,2
119,78,3
119,67,5
119,1,4
99,122,4
99,21,0
99,19,3
144,63,1
144,113,3
144,42,0
18,39,3
18,44,0
18,22,2
117,113,1
117,64,5
117,99,0
126,50,0
126,127,5
126,31,0
140,53,0
140,116,1
140,33,1
97,15,3
97,38,4
97,87,3
62,10,3
62,122,2
62,93,0
79,123,1
79,11,3
79,72,2
114,2,5
114,82,1
114,20,2
61,33,3
61,14,1
61,18,2
115,125,4
115,74,5
115,112,1
48,33,0
48,5,5
48,17,4
130,61,4
130,64,4
130,70,5
20,26,4
20,94,2
20,66,2
97,31,3
97,47,0
97,27,5
33,131,4
33,52,1
33,119,5
90,25,1
90,118,4
90,124,3
101,102,0
101,47,0
101,130,5
138,61,5
138,10,4
138,5,2
115,58,2
115,14,5
115,121,2
7,116,3
7,78,3
7,40,1
60,27,3
60,12,0
60,45,5
1,56,5
1,123,2
1,28,3
15,18,0
15,24,4
15,58,2
84,35,4
84,115,1
84,32,3
102,33,2
102,4,3
102,124,2
102,111,2
102,27,1
102,61,3
76,10,4
76,39,2
76,75,4
42,4,4
42,47,5
42,91,5
121,91,2
121,43,4
121,39,4
56,86,1
56,21,4
56,125,3
121,3,0
121,55,5
121,34,5
72,106,3
72,46,4
72,78,4
84,66,1
84,89,3
84,69,5
0,30,3
0,99,4
0,28,0
147,53,3
147,89,2
147,80,3
35,78,1
35,66,3
35,41,4
74,117,5
74,8,0
74,63,5
58,76,5
58,8,4
58,17,0
128,124,4
128,58,4
128,69,4
55,73,1
55,71,1
55,73,4
136,13,0
136,92,3
136,74,2
140,80,5
140,75,0
140,13,2
101,12,3
101,102,2
101,23,2
148,68,0
148,107,0
148,125,0
97,118,0
97,67,2
97,43,3
18,97,2
18,62,4
18,3,4
126,87,2
126,1,2
126,107,3
92,83,1
92,110,3
92,83,4
105,106,1
105,120,1
105,61,0
36,107,2
36,42,2
36,45,1
67,43,2
67,125,0
67,27,5
86,119,2
86,25,0
86,57,3
28,60,0
28,106,3
28,78,0
95,81,5
95,54,4
95,98,4
0,109,1
0,119,5
0,28,3
66,100,4
66,68,3
66,12,3
23,121,1
23,8,2
23,123,0
93,87,0
93,119,2
93,38,5
63,127,4
63,81,3
63,34,0
32,69,1
32,23,2
32,12,4
94,41,3
94,77,3
94,26,1
142,44,5
142,74,5
142,49,0
87,33,3
87,79,4
87,103,0
39,34,2
39,67,3
39,16,5
141,17,4
141,58,3
141,58,5
90,42,5
90,21,4
90,88,4
103,57,0
103,118,0
103,86,3
105,70,3
105,43,3
105,46,5
74,77,4
74,82,3
74,24,0
89,83,0
89,14,2
89,63,4
42,44,3
42,114,0
42,101,3
136,49,2
136,50,4
136,13,1
98,90,0
98,56,3
98,80,0
148,12,3
148,42,5
148,111,3
125,82,4
125,37,3
125,107,5
1,115,1
1,30,2
1,14,4
10,28,5
10,61,5
10,129,4
45,97,0
45,119,1
45,78,2
120,5,4
120,99,0
120,120,5
84,14,5
84,31,1
84,7,4
137,110,3
137,13,0
137,50,4
42,68,2
42,25,4
42,40,4
49,8,0
49,76,1
49,83,2
56,22,0
56,105,4
56,87,2
34,32,3
34,103,4
34,76,3
101,124,4
101,119,4
101,59,2
26,31,5
26,43,3
26,16,4
48,100,0
48,65,3
48,34,4
21,113,0
21,117,0
21,79,2
25,20,3
25,44,3
25,116,0
80,69,2
80,88,4
80,106,2
132,92,4
132,121,2
132,27,4
63,118,0
63,105,0
63,126,4
137,29,2
137,9,4
137,60,0
70,65,5
70,101,0
70,16,4
0,9,5
0,5,3
0,90,0
34,121,1
34,71,2
34,69,1
124,8,1
124,24,4
124,8,4
56,70,1
56,69,5
56,116,3
112,128,3
112,62,5
112,82,2
8,2,0
8,53,1
8,123,5
10,2,0
10,106,3
10,36,0
53,35,5
53,129,5
53,105,1
20,104,5
20,126,2
20,98,1
93,94,1
93,58,4
93,125,1
118,128,2
118,6,3
118,47,0
135,99,1
135,13,4
135,131,5
116,41,0
116,131,5
116,90,5
146,34,5
146,114,2
146,118,4
56,111,1
56,13,0
56,71,4
25,130,0
25,57,0
25,98,3
68,31,3
68,95,3
68,117,2
88,103,3
88,128,2
88,130,2
39,123,5
39,36,0
39,118,0
87,43,2
87,82,1
87,119,3
102,105,2
102,9,0
102,31,1
0,22,4
0,73,4
0,108,0
144,67,3
144,70,1
144,11,1
81,97,4
81,116,3
81,45,2
130,39,0
130,32,4
130,3,0
46,59,5
46,25,1
46,85,5
14,101,0
14,94,2
14,62,1
81,10,1
81,14,2
81,52,5
149,119,1
149,77,4
149,50,3
102,115,1
102,22,4
102,17,5
122,105,1
122,27,5
122,46,1
33,2,2
33,69,3
33,115,1
92,94,2
92,109,4
92,59,2
42,42,0
42,101,2
42,84,4
45,93,1
45,10,1
45,77,3
61,77,3
61,41,2
61,48,1
61,52,0
61,27,5
61,111,4
52,16,3
52,17,3
52,92,2
76,65,2
76,65,0
76,101,0
146,71,1
146,74,5
146,112,2
100,24,2
100,46,1
100,92,5
150,66,2
150,40,0
150,53,5
100,94,0
100,79,1
100,15,5
73,11,2
73,90,1
73,131,5
124,76,4
124,39,0
124,122,5
84,73,2
84,117,3
84,14,3
95,124,3
95,38,2
95,12,3
128,71,1
128,17,3
128,59,4
6,76,0
6,117,1
6,49,5
144,18,2
144,36,5
144,31,4
85,101,1
85,80,0
85,16,5
58,119,0
58,78,5
58,123,0
133,113,5
133,67,3
133,48,0
30,82,0
30,92,5
30,55,2
25,9,5
25,14,2
25,8,3
150,46,0
150,27,4
150,14,0
99,39,2
99,78,3
99,115,5
7,80,4
7,87,1
7,7,0
135,59,0
135,117,5
135,32,2
116,97,3
116,36,2
116,118,1
20,93,2
20,35,2
20,104,1
70,77,4
70,49,0
70,76,0
126,121,4
126,20,5
126,116,0
113,63,1
113,110,2
113,93,2
96,48,2
96,127,3
96,71,2
27,113,0
27,111,5
27,129,4
109,73,4
109,75,2
109,97,3
107,125,0
107,85,4
107,61,1
80,121,4
80,42,3
80,23,3
118,54,0
118,65,5
118,50,3
24,69,3
24,17,3
24,20,4
69,79,1
69,34,1
69,131,4
72,112,1
72,43,2
72,119,1
87,43,4
87,58,2
87,105,5
140,36,2
140,44,1
140,5,2
136,60,3
136,118,0
136,78,2
41,28,5
41,14,4
41,104,3
27,30,3
27,48,4
27,19,1
118,122,1
118,82,1
118,46,1
130,0,0
130,117,1
130,77,4
27,16,0
27,78,2
27,83,3
32,127,0
32,111,4
32,78,2
9,128,5
9,13,3
9,64,1
95,110,3
95,38,4
95,103,3
5,53,2
5,15,2
5,23,5
112,87,2
112,36,5
112,114,5
85,97,4
85,117,4
85,113,2
69,82,0
69,118,2
69,126,1
91,79,0
91,101,3
91,73,2
25,25,0
25,77,3
25,45,0
83,0,1
83,68,4
83,74,0
118,109,3
118,122,0
118,91,2
105,59,4
105,70,5
105,14,0
36,33,5
36,59,1
36,27,5
126,83,5
126,93,1
126,66,2
60,71,4
60,112,1
60,74,1
134,93,5
134,72,4
134,17,0
52,4,0
52,30,1
52,3,2
2,4,0
2,49,5
2,117,3
25,22,3
25,42,2
25,116,0
16,22,4
16,107,3
16,129,2
142,36,3
142,1,2
142,129,0
80,98,3
80,108,0
80,68,4
91,66,4
91,116,0
91,69,0
39,40,3
39,42,3
39,14,4
134,71,1
134,17,2
134,100,5
146,66,0
146,103,5
146,120,4
132,94,2
132,77,3
132,91,3
112,80,1
112,59,2
112,50,1
42,19,3
42,122,2
42,25,0
68,108,2
68,89,2
68,56,3
61,8,3
61,6,3
61,100,1
131,64,5
131,109,2
131,121,1
94,39,1
94,63,0
94,84,0
79,14,1
79,128,1
79,76,5
22,19,1
22,126,2
22,8,3
75,44,0
75,52,5
75,130,2
93,51,4
93,62,4
93,87,4
103,60,2
103,126,3
103,29,3
57,123,4
57,59,2
57,51,0
98,21,5
98,125,2
98,110,1
16,11,3
16,16,1
16,61,5
139,112,5
139,104,1
139,85,1
92,16,4
92,18,0
92,119,0
101,62,1
101,120,1
101,11,4
105,24,0
105,88,2
105,129,5
112,117,5
112,8,5
112,24,0
20,25,0
20,111,0
20,13,4
92,68,2
92,110,3
92,75,5
48,120,4
48,79,1
48,123,0
89,0,2
89,100,2
89,128,0
86,9,3
86,41,2
86,37,2
48,81,0
48,108,2
48,68,3
6,59,0
6,117,5
6,69,5
123,39,0
123,15,5
123,60,4
75,0,4
75,78,5
75,49,1
45,17,2
45,10,3
45,92,1
27,74,0
27,42,5
27,46,2
56,49,4
56,64,5
56,128,2
81,120,1
81,111,3
81,84,2
65,39,3
65,20,2
65,102,4
91,102,5
91,96,1
91,3,3
38,12,2
38,91,1
38,60,0
63,71,5
63,122,3
63,34,3
23,123,0
23,124,2
23,100,0
22,65,3
22,50,3
22,14,3
64,86,5
64,6,3
64,130,1
131,60,4
131,68,0
131,119,4
78,40,5
78,2,1
78,74,2
150,67,1
150,82,5
150,21,4
74,85,0
74,23,4
74,97,2
129,72,4
129,124,4
129,93,4
100,67,3
100,76,3
100,29,5
55,25,1
55,33,5
55,28,5
40,103,5
40,10,5
40,102,3
138,111,2
138,102,3
138,22,4
3,67,1
3,43,2
3,67,5
92,65,3
92,74,5
92,45,1
55,92,1
55,18,2
55,17,3
23,120,4
23,61,1
23,102,5
9,111,5
9,115,0
9,95,3
126,75,3
126,56,0
126,11,0
102,63,0
102,106,1
102,10,1
94,19,5
94,30,5
94,59,0
148,90,2
148,94,1
148,61,5
140,82,3
140,27,3
140,34,1
107,112,0
107,20,3
107,92,0
46,24,0
46,127,2
46,23,0
21,71,5
21,41,0
21,29,3
