102,Niki Apollonion S.A.,cafe|food|point_of_interest|establishment 
103,Harmony Mountain Tea,cafe|food|point_of_interest|establishment 
104,BLUE MONKEY,restaurant|meal_delivery|meal_takeaway|cafe|food|point_of_interest|store|establishment 
105,Artiston,bakery|cafe|food|point_of_interest|store|establishment 
106,Φαν Γεύσεις,cafe|food|point_of_interest|store|establishment 
107,Skordópistē,restaurant|cafe|food|point_of_interest|store|establishment 
108,Flisvos Cinema (Open Air),movie_theater|cafe|food|point_of_interest|establishment 
109,Gregóris,cafe|restaurant|food|point_of_interest|store|establishment 
110,Yard Bistrot and Bar,Athens,restaurant|meal_takeaway|cafe|food|point_of_interest|store|establishment 
111,Maiandros restaurant,cafe|restaurant|food|point_of_interest|establishment 
112,Flocafe,cafe|food|point_of_interest|establishment 
113,sensei cafe,cafe|food|point_of_interest|establishment 
114,Point Cafe Athens,cafe|food|point_of_interest|establishment 
115,Spiaggia,cafe|food|point_of_interest|establishment 
116,BARBERA CAFFE Greece est 2006,cafe|food|point_of_interest|establishment 
117,Στοά Cafe,cafe|restaurant|food|point_of_interest|store|establishment 
118,Kaissa Cafe,cafe|food|point_of_interest|store|establishment 
119,CENTRALE CAFE,cafe|restaurant|food|point_of_interest|establishment 
120,Senso Cafe,cafe|restaurant|food|point_of_interest|establishment 
121,Athinaikon,cafe|restaurant|food|point_of_interest|store|establishment 
122,Palazzo Cafe,cafe|meal_delivery|meal_takeaway|restaurant|food|point_of_interest|store|establishment 
 ,Leonida's cafe,cafe|food|point_of_interest|establishment 
124,Cafe - Bar Mosquito,cafe|food|point_of_interest|establishment 
125,GREGORY MIKROGEVMATA,cafe|restaurant|food|point_of_interest|establishment 
126,yassou cafe,cafe|food|point_of_interest|establishment 
127,Moreno,cafe|food|point_of_interest|store|establishment 
128,Yard Bistrot and Bar,Athens,restaurant|meal_takeaway|cafe|food|point_of_interest|store|establishment 
129,Maiandros restaurant,cafe|restaurant|food|point_of_interest|establishment, From early in the morning we are waiting for you to drink your coffee accompanying it with one of our homemade-traditional sweets.Later you can choose between our delicious varieties our daily cooked meals and the wide range of main and side dishes made with homemade recipes and ingredients that are distinguished for their purity and quality.So in the heart of Athens and just behind the ISAP-METRO station in Monastiraki there is the "STATION" of taste enjoyment and quality.
